Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Disease
bradycardie,constipation,fatigue,frilosite,oedemes,peau_seche,prise_de_poids,,,,,,,,,hypothyroidie
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,frissons,sueurs_nocturnes,toux,,,,,,,,pneumonie
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,prise_de_poids,vertiges,,,,,,,,,,insuffisance_cardiaque
anxiete,difficulte_a_parler,essoufflement,fatigue,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,asthme
difficulte_a_avaler,fatigue,fievre,ganglions_gonfles,mal_gorge,,,,,,,,,,,angine
douleur_thoracique,fatigue,fievre,hemoptysie,perte_appetit,perte_de_poids,sueurs_nocturnes,toux_chronique,,,,,,,,tuberculose
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,fatigue,gaz,nausees,,,,,,,,,syndrome_colon_irritable
demangeaisons,inflammation,ongles_epaissis,peau_ecailleuse,,,,,,,,,,,,psoriasis
constipation,depression,fatigue,frilosite,oedemes,peau_seche,,,,,,,,,,hypothyroidie
douleur_abdominale_droite,fievre,jaunisse,perte_appetit,selles_decolorees,urine_foncee,vomissements,,,,,,,,,hepatite
difficulte_a_avaler,fatigue,fievre,ganglions_gonfles,mal_gorge,,,,,,,,,,,angine
demangeaisons,eternuements,fatigue,maux_de_tete,nez_qui_coule,obstruction_nasale,yeux_qui_piquent,,,,,,,,,rhinite_allergique
bourdonnements_oreilles,essoufflement,fatigue,vertiges,vision_trouble,,,,,,,,,,,hypertension
anemie,douleurs_musculaires,fatigue,fievre_cyclique,frissons,sueurs,vomissements,,,,,,,,,paludisme
douleurs_musculaires,fatigue,fievre,frissons,mal_gorge,maux_de_tete,nez_qui_coule,,,,,,,,,grippe
anemie,frissons,maux_de_tete,nausees,sueurs,,,,,,,,,,,paludisme
douleur_thoracique,essoufflement,fievre,maux_de_tete,sueurs_nocturnes,toux,,,,,,,,,,pneumonie
fatigue,jaunisse,nausees,urine_foncee,vomissements,,,,,,,,,,,hepatite
demangeaisons,inflammation,peau_ecailleuse,plaques_peau,sensibilite_peau,,,,,,,,,,,psoriasis
douleur_abdominale_droite,fatigue,fievre,jaunisse,nausees,perte_appetit,selles_decolorees,urine_foncee,,,,,,,,hepatite
douleur_abdominale_droite,fatigue,fievre,jaunisse,nausees,perte_appetit,urine_foncee,vomissements,,,,,,,,hepatite
douleurs_musculaires,fatigue,fievre,frissons,maux_de_tete,nez_qui_coule,perte_appetit,toux,,,,,,,,grippe
anxiete,difficulte_a_parler,essoufflement,fatigue,oppression_thoracique,toux_seche,,,,,,,,,,asthme
demangeaisons,eruption_cutanee,peau_qui_suinte,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,,eczema
fatigue,fievre,jaunisse,nausees,urine_foncee,vomissements,,,,,,,,,,hepatite
douleur_thoracique,essoufflement,fatigue,fievre,frissons,sueurs_nocturnes,toux,,,,,,,,,pneumonie
douleurs_musculaires,fatigue,fievre,maux_de_tete,perte_odorat,toux_seche,,,,,,,,,,covid19
anxiete,essoufflement,fatigue,syncope,vertiges,,,,,,,,,,,arythmie
maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,vomissements,,,,,,,,,,,migraine
douleur_bras_gauche,douleur_thoracique,essoufflement,nausees,vertiges,,,,,,,,,,,infarctus
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,gaz,,,,,,,,,,,syndrome_colon_irritable
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,palpitations,prise_de_poids,vertiges,,,,,,,,,insuffisance_cardiaque
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,palpitations,vertiges,,,,,,,,,,insuffisance_cardiaque
douleur_dos,fatigue,irradiation_jambe,limitation_mouvement,raideur_dos,spasmes_musculaires,,,,,,,,,,lombalgie
bradycardie,constipation,depression,fatigue,prise_de_poids,,,,,,,,,,,hypothyroidie
demangeaisons,eternuements,maux_de_tete,nez_qui_coule,obstruction_nasale,yeux_qui_piquent,,,,,,,,,,rhinite_allergique
fatigue,nez_qui_coule,obstruction_nasale,toux,yeux_qui_piquent,,,,,,,,,,,rhinite_allergique
demangeaisons,douleurs_articulaires,inflammation,plaques_peau,sensibilite_peau,,,,,,,,,,,psoriasis
cicatrisation_lente,faim_excessive,fatigue,fourmillements,perte_de_poids,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,diabete_type2
bourdonnements_oreilles,fatigue,maux_de_tete,palpitations,vertiges,,,,,,,,,,,hypertension
alternance_diarrhee_constipation,ballonnements,douleurs_abdominales,gaz,nausees,,,,,,,,,,,syndrome_colon_irritable
douleur_thoracique,essoufflement,expectorations,fievre,sifflement_respiratoire,toux,,,,,,,,,,bronchite
eternuements,fatigue,maux_de_tete,nez_qui_coule,obstruction_nasale,yeux_qui_piquent,,,,,,,,,,rhinite_allergique
anxiete,douleur_thoracique,essoufflement,palpitations,syncope,,,,,,,,,,,arythmie
diarrhee,douleurs_abdominales,nausees,perte_appetit,vomissements,,,,,,,,,,,gastroenterite
crampes,diarrhee,fatigue,fievre,nausees,vomissements,,,,,,,,,,gastroenterite
fatigue,maux_de_tete,nez_qui_coule,obstruction_nasale,toux,yeux_qui_piquent,,,,,,,,,,rhinite_allergique
anxiete,douleur_bras_gauche,douleur_thoracique,essoufflement,vertiges,,,,,,,,,,,infarctus
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,sang_dans_selles,vomissements,,,,,,,,,ulcere_gastrique
douleur_thoracique,essoufflement,expectorations,fievre,frissons,maux_de_tete,sueurs_nocturnes,toux,,,,,,,,pneumonie
fatigue,fievre_cyclique,maux_de_tete,nausees,sueurs,,,,,,,,,,,paludisme
douleurs_musculaires,fatigue,fievre_cyclique,frissons,maux_de_tete,nausees,sueurs,vomissements,,,,,,,,paludisme
fatigue,jaunisse,nausees,selles_decolorees,urine_foncee,vomissements,,,,,,,,,,hepatite
aura,convulsions,fatigue_post_crise,incontinence,perte_conscience,,,,,,,,,,,epilepsie
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,sang_dans_selles,vomissements,,,,,,,,,ulcere_gastrique
douleur_dos,douleur_position,fatigue,limitation_mouvement,raideur_dos,spasmes_musculaires,,,,,,,,,,lombalgie
chaleur_articulaire,douleurs_articulaires,gonflement_articulations,perte_appetit,,,,,,,,,,,,arthrite
faim_excessive,perte_de_poids,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,,,,diabete_type2
difficulte_a_avaler,ganglions_gonfles,mal_gorge,nausees,,,,,,,,,,,,angine
douleur_abdominale_droite,douleur_au_mouvement,fievre,nausees,perte_appetit,vomissements,,,,,,,,,,appendicite
fatigue,fievre,hemoptysie,perte_de_poids,sueurs_nocturnes,,,,,,,,,,,tuberculose
eternuements,fatigue,nez_qui_coule,obstruction_nasale,yeux_qui_piquent,,,,,,,,,,,rhinite_allergique
crampes,diarrhee,douleurs_abdominales,nausees,perte_appetit,vomissements,,,,,,,,,,gastroenterite
diarrhee,douleurs_musculaires,essoufflement,fatigue,fievre,toux_seche,,,,,,,,,,covid19
fatigue,fievre,hemoptysie,perte_appetit,perte_de_poids,sueurs_nocturnes,,,,,,,,,,tuberculose
cheveux_cassants,constipation,fatigue,oedemes,peau_seche,prise_de_poids,,,,,,,,,,hypothyroidie
faim_excessive,fatigue,fourmillements,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,,,diabete_type2
douleurs_articulaires,fatigue,gonflement_articulations,raideur_matinale,,,,,,,,,,,,arthrite
difficulte_a_avaler,fatigue,fievre,ganglions_gonfles,mal_gorge,toux,,,,,,,,,,angine
aura_visuelle,fatigue,maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,vomissements,,,,,,,,,migraine
fatigue,jaunisse,selles_decolorees,urine_foncee,vomissements,,,,,,,,,,,hepatite
anxiete,difficulte_a_parler,essoufflement,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,asthme
diarrhee,exophtalmie,fatigue,insomnie,nervosité,palpitations,perte_de_poids,tremblements,,,,,,,,hyperthyroidie
crampes,diarrhee,douleurs_abdominales,nausees,vomissements,,,,,,,,,,,gastroenterite
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,sueurs_nocturnes,toux,,,,,,,,,pneumonie
diarrhee,essoufflement,fatigue,fievre,mal_gorge,maux_de_tete,perte_odorat,toux_seche,,,,,,,,covid19
chaleur_articulaire,douleurs_articulaires,gonflement_articulations,limitation_mouvement,,,,,,,,,,,,arthrite
bradycardie,cheveux_cassants,constipation,fatigue,frilosite,oedemes,peau_seche,prise_de_poids,,,,,,,,hypothyroidie
demangeaisons,douleurs_articulaires,inflammation,ongles_epaissis,peau_ecailleuse,plaques_peau,sensibilite_peau,,,,,,,,,psoriasis
douleurs_articulaires,fatigue,fievre,gonflement_articulations,limitation_mouvement,raideur_matinale,,,,,,,,,,arthrite
anxiete,douleur_thoracique,essoufflement,fatigue,palpitations,syncope,vertiges,,,,,,,,,arythmie
douleur_thoracique,essoufflement,expectorations,fievre,frissons,maux_de_tete,sueurs_nocturnes,toux,,,,,,,,pneumonie
douleur_dos,fatigue,limitation_mouvement,raideur_dos,spasmes_musculaires,,,,,,,,,,,lombalgie
douleurs_musculaires,fatigue,fievre,frissons,maux_de_tete,toux,,,,,,,,,,grippe
diarrhee,douleurs_musculaires,essoufflement,fatigue,fievre,mal_gorge,toux_seche,,,,,,,,,covid19
essoufflement,fatigue,oedemes_jambes,prise_de_poids,toux_nocturne,vertiges,,,,,,,,,,insuffisance_cardiaque
douleur_abdominale_droite,fievre,jaunisse,nausees,selles_decolorees,urine_foncee,,,,,,,,,,hepatite
aura_visuelle,maux_de_tete_intense,sensibilite_bruit,sensibilite_lumiere,vertiges,,,,,,,,,,,migraine
croutes,demangeaisons,eruption_cutanee,inflammation,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,eczema
eternuements,maux_de_tete,obstruction_nasale,yeux_qui_piquent,,,,,,,,,,,,rhinite_allergique
douleur_thoracique,essoufflement,fievre,maux_de_tete,toux,,,,,,,,,,,pneumonie
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,gaz,,,,,,,,,,,syndrome_colon_irritable
confusion,fievre,maux_de_tete_intense,photophobie,raideur_nuque,vomissements,,,,,,,,,,meningite
demangeaisons,ongles_epaissis,peau_ecailleuse,plaques_peau,sensibilite_peau,,,,,,,,,,,psoriasis
diarrhee,fievre,nausees,perte_appetit,vomissements,,,,,,,,,,,gastroenterite
douleur_thoracique,essoufflement,expectorations,fatigue,sifflement_respiratoire,toux,,,,,,,,,,bronchite
chaleur_articulaire,fatigue,gonflement_articulations,limitation_mouvement,raideur_matinale,,,,,,,,,,,arthrite
demangeaisons,douleurs_articulaires,inflammation,ongles_epaissis,peau_ecailleuse,plaques_peau,sensibilite_peau,,,,,,,,,psoriasis
anxiete,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,,,asthme
bourdonnements_oreilles,epistaxis,essoufflement,fatigue,maux_de_tete,vision_trouble,,,,,,,,,,hypertension
croutes,demangeaisons,eruption_cutanee,peau_qui_suinte,peau_seche,sensibilite_peau,,,,,,,,,,eczema
crampes,diarrhee,douleurs_abdominales,nausees,perte_appetit,vomissements,,,,,,,,,,gastroenterite
fatigue,nervosité,palpitations,perte_de_poids,sudation_excessive,tremblements,,,,,,,,,,hyperthyroidie
fatigue,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,,,asthme
demangeaisons,inflammation,peau_ecailleuse,plaques_peau,sensibilite_peau,,,,,,,,,,,psoriasis
anxiete,difficulte_a_parler,essoufflement,fatigue,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,asthme
confusion,faiblesse_bras,perte_equilibre,trouble_parole,trouble_vision,,,,,,,,,,,avc
demangeaisons,douleurs_articulaires,inflammation,ongles_epaissis,plaques_peau,sensibilite_peau,,,,,,,,,,psoriasis
douleur_dos,douleur_position,fatigue,irradiation_jambe,limitation_mouvement,spasmes_musculaires,,,,,,,,,,lombalgie
difficulte_a_avaler,fievre,ganglions_gonfles,mal_gorge,maux_de_tete,,,,,,,,,,,angine
demangeaisons,eruption_cutanee,inflammation,peau_qui_suinte,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,eczema
demangeaisons,douleurs_articulaires,inflammation,peau_ecailleuse,sensibilite_peau,,,,,,,,,,,psoriasis
anemie,fatigue,fievre_cyclique,frissons,maux_de_tete,nausees,sueurs,,,,,,,,,paludisme
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,sifflement_respiratoire,toux,,,,,,,,,bronchite
confusion,faiblesse_bras,paralysie_faciale,perte_equilibre,trouble_vision,vertiges,,,,,,,,,,avc
cicatrisation_lente,fatigue,fourmillements,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,,,diabete_type2
diarrhee,douleur_abdominale_droite,douleur_au_mouvement,fievre,nausees,,,,,,,,,,,appendicite
exophtalmie,fatigue,nervosité,palpitations,perte_de_poids,sudation_excessive,tremblements,,,,,,,,,hyperthyroidie
bradycardie,cheveux_cassants,constipation,fatigue,frilosite,oedemes,prise_de_poids,,,,,,,,,hypothyroidie
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,maux_de_tete,sueurs_nocturnes,,,,,,,,,pneumonie
anxiete,douleur_thoracique,essoufflement,vertiges,,,,,,,,,,,,arythmie
diarrhee,fatigue,fievre,mal_gorge,perte_odorat,toux_seche,,,,,,,,,,covid19
confusion_post_crise,convulsions,fatigue_post_crise,incontinence,morsure_langue,perte_conscience,,,,,,,,,,epilepsie
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,fatigue,nausees,,,,,,,,,,syndrome_colon_irritable
confusion,maux_de_tete_soudain,paralysie_faciale,perte_equilibre,trouble_parole,trouble_vision,vertiges,,,,,,,,,avc
anemie,douleurs_musculaires,fievre_cyclique,maux_de_tete,sueurs,vomissements,,,,,,,,,,paludisme
bourdonnements_oreilles,epistaxis,fatigue,maux_de_tete,palpitations,vertiges,,,,,,,,,,hypertension
demangeaisons,eternuements,maux_de_tete,nez_qui_coule,obstruction_nasale,yeux_qui_piquent,,,,,,,,,,rhinite_allergique
eternuements,fatigue,maux_de_tete,nez_qui_coule,yeux_qui_piquent,,,,,,,,,,,rhinite_allergique
douleur_dos,douleur_position,irradiation_jambe,limitation_mouvement,raideur_dos,,,,,,,,,,,lombalgie
confusion,faiblesse_bras,maux_de_tete_soudain,trouble_parole,trouble_vision,,,,,,,,,,,avc
fievre,maux_de_tete_intense,nausees,photophobie,raideur_nuque,vomissements,,,,,,,,,,meningite
confusion,eruption_cutanee,fievre,maux_de_tete_intense,nausees,photophobie,raideur_nuque,vomissements,,,,,,,,meningite
douleurs_musculaires,fatigue,fievre,frissons,mal_gorge,maux_de_tete,nez_qui_coule,toux,,,,,,,,grippe
constipation,diarrhee,douleur_au_mouvement,fievre,nausees,vomissements,,,,,,,,,,appendicite
faim_excessive,fourmillements,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,,,,diabete_type2
fatigue,jaunisse,nausees,perte_appetit,urine_foncee,vomissements,,,,,,,,,,hepatite
difficulte_a_avaler,fatigue,fievre,ganglions_gonfles,maux_de_tete,nausees,,,,,,,,,,angine
constipation,douleur_abdominale_droite,nausees,perte_appetit,vomissements,,,,,,,,,,,appendicite
essoufflement,expectorations,fatigue,fievre,sifflement_respiratoire,toux,,,,,,,,,,bronchite
epistaxis,essoufflement,maux_de_tete,vertiges,vision_trouble,,,,,,,,,,,hypertension
diarrhee,fatigue,palpitations,perte_de_poids,tremblements,,,,,,,,,,,hyperthyroidie
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,sueurs_nocturnes,,,,,,,,,,pneumonie
bourdonnements_oreilles,epistaxis,essoufflement,maux_de_tete,palpitations,vertiges,vision_trouble,,,,,,,,,hypertension
anxiete,difficulte_a_parler,essoufflement,oppression_thoracique,sifflement_respiratoire,,,,,,,,,,,asthme
douleurs_musculaires,fatigue,fievre,frissons,mal_gorge,,,,,,,,,,,grippe
fatigue,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,,,asthme
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,sang_dans_selles,,,,,,,,,,,ulcere_gastrique
douleurs_musculaires,fatigue,frissons,maux_de_tete,toux,,,,,,,,,,,grippe
diarrhee,exophtalmie,fatigue,insomnie,nervosité,palpitations,perte_de_poids,tremblements,,,,,,,,hyperthyroidie
faim_excessive,fatigue,perte_de_poids,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,,,diabete_type2
diarrhee,douleurs_abdominales,fatigue,fievre,nausees,perte_appetit,vomissements,,,,,,,,,gastroenterite
douleurs_musculaires,fievre,mal_gorge,maux_de_tete,nez_qui_coule,perte_appetit,toux,,,,,,,,,grippe
douleurs_articulaires,fievre,gonflement_articulations,perte_appetit,raideur_matinale,,,,,,,,,,,arthrite
maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,vertiges,vomissements,,,,,,,,,,migraine
diarrhee,douleurs_musculaires,essoufflement,fatigue,fievre,mal_gorge,perte_odorat,toux_seche,,,,,,,,covid19
essoufflement,fatigue,maux_de_tete,palpitations,vertiges,,,,,,,,,,,hypertension
constipation,douleur_abdominale_droite,fievre,nausees,,,,,,,,,,,,appendicite
cicatrisation_lente,faim_excessive,perte_de_poids,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,,,diabete_type2
difficulte_a_parler,essoufflement,sifflement_respiratoire,toux_seche,,,,,,,,,,,,asthme
demangeaisons,douleurs_articulaires,inflammation,ongles_epaissis,peau_ecailleuse,plaques_peau,,,,,,,,,,psoriasis
brulures_estomac,douleurs_abdominales,nausees,sang_dans_selles,vomissements,,,,,,,,,,,ulcere_gastrique
bourdonnements_oreilles,epistaxis,maux_de_tete,palpitations,vision_trouble,,,,,,,,,,,hypertension
difficulte_a_avaler,fatigue,ganglions_gonfles,mal_gorge,maux_de_tete,toux,,,,,,,,,,angine
douleur_dos,fatigue,irradiation_jambe,limitation_mouvement,raideur_dos,spasmes_musculaires,,,,,,,,,,lombalgie
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,vomissements,,,,,,,,,,,ulcere_gastrique
douleur_thoracique,essoufflement,expectorations,fievre,toux,,,,,,,,,,,bronchite
bradycardie,cheveux_cassants,constipation,depression,fatigue,frilosite,,,,,,,,,,hypothyroidie
eruption_cutanee,fievre,maux_de_tete_intense,photophobie,raideur_nuque,vomissements,,,,,,,,,,meningite
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,frissons,maux_de_tete,toux,,,,,,,,pneumonie
diarrhee,douleur_abdominale_droite,douleur_au_mouvement,fievre,nausees,vomissements,,,,,,,,,,appendicite
douleur_thoracique,essoufflement,expectorations,fatigue,sifflement_respiratoire,toux,,,,,,,,,,bronchite
douleur_thoracique,essoufflement,fatigue,syncope,vertiges,,,,,,,,,,,arythmie
difficulte_a_avaler,fievre,ganglions_gonfles,mal_gorge,maux_de_tete,nausees,toux,,,,,,,,,angine
demangeaisons,inflammation,ongles_epaissis,plaques_peau,sensibilite_peau,,,,,,,,,,,psoriasis
demangeaisons,eternuements,fatigue,maux_de_tete,nez_qui_coule,yeux_qui_piquent,,,,,,,,,,rhinite_allergique
douleur_thoracique,essoufflement,expectorations,fatigue,toux,,,,,,,,,,,pneumonie
epistaxis,maux_de_tete,palpitations,vertiges,vision_trouble,,,,,,,,,,,hypertension
fatigue,fievre,jaunisse,nausees,selles_decolorees,urine_foncee,,,,,,,,,,hepatite
chaleur_articulaire,douleurs_articulaires,fatigue,gonflement_articulations,limitation_mouvement,perte_appetit,raideur_matinale,,,,,,,,,arthrite
douleur_abdominale_droite,fievre,jaunisse,perte_appetit,selles_decolorees,urine_foncee,vomissements,,,,,,,,,hepatite
douleur_thoracique,fatigue,fievre,hemoptysie,perte_appetit,perte_de_poids,sueurs_nocturnes,toux_chronique,,,,,,,,tuberculose
douleur_abdominale_droite,fatigue,fievre,perte_appetit,selles_decolorees,urine_foncee,vomissements,,,,,,,,,hepatite
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,maux_de_tete,sueurs_nocturnes,toux,,,,,,,,pneumonie
bourdonnements_oreilles,epistaxis,essoufflement,palpitations,vertiges,vision_trouble,,,,,,,,,,hypertension
aura,confusion_post_crise,convulsions,incontinence,perte_conscience,,,,,,,,,,,epilepsie
essoufflement,fatigue,oedemes_jambes,palpitations,prise_de_poids,toux_nocturne,,,,,,,,,,insuffisance_cardiaque
anxiete,fatigue,palpitations,syncope,vertiges,,,,,,,,,,,arythmie
croutes,demangeaisons,eruption_cutanee,peau_qui_suinte,peau_seche,,,,,,,,,,,eczema
douleur_thoracique,essoufflement,expectorations,fatigue,sifflement_respiratoire,toux,,,,,,,,,,bronchite
fatigue,maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,vertiges,,,,,,,,,,migraine
diarrhee,douleur_abdominale_droite,fievre,nausees,vomissements,,,,,,,,,,,appendicite
douleur_thoracique,essoufflement,fatigue,palpitations,vertiges,,,,,,,,,,,arythmie
chaleur_articulaire,douleurs_articulaires,gonflement_articulations,perte_appetit,,,,,,,,,,,,arthrite
abdomen_gonflé,fatigue,oedemes_jambes,palpitations,toux_nocturne,vertiges,,,,,,,,,,insuffisance_cardiaque
douleur_dos,douleur_position,fatigue,irradiation_jambe,raideur_dos,spasmes_musculaires,,,,,,,,,,lombalgie
difficulte_a_avaler,fievre,ganglions_gonfles,mal_gorge,maux_de_tete,nausees,,,,,,,,,,angine
douleurs_musculaires,fatigue,maux_de_tete,nez_qui_coule,perte_appetit,toux,,,,,,,,,,grippe
difficulte_a_parler,fatigue,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,,asthme
maux_de_tete,nez_qui_coule,obstruction_nasale,yeux_qui_piquent,,,,,,,,,,,,rhinite_allergique
